Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",FB,CB,CM,AM,W,CF,GK,Rating
K. Strickler,Tormenta,Tormenta,"W,CF",23.0,80250.0,,15,340,0,0.42,1,0.4,20.91,36.71,United States,United States,,0,0,no,2.91,2.65,80.0,4.76,33.33,0.26,0.38,0.0,0.53,0.77,0.53,0,0.0,0,0.0,1.32,0.0,0,0.0,0.11,0,0.0,5,1.32,40.0,0.0,0.26,1.06,0.0,0.53,0.0,0.53,0.0,0.26,1.06,75.0,7.41,17.86,5.03,0.26,0.53,16.41,2.65,0.53,21.71,84.15,3.44,84.62,7.94,86.67,7.15,85.19,20.38,88.31,0.53,50.0,15.04,6.72,0.11,1.59,0.0,0.0,0.26,0.0,1.32,2.12,75.0,1.06,75.0,0.26,0.0,1.06,0.26,0.79,100.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,,,,,W,CF,,6.62
P. Pearson,North Carolina FC,North Carolina FC,CM,25.0,80250.0,,24,1687,2,0.31,0,0.0,14.88,57.35,United States,United States,,170,70,no,11.2,7.74,60.0,2.13,62.5,0.69,0.93,0.53,5.87,7.89,1.44,6,0.32,0,0.0,0.69,0.11,2,0.11,0.02,1,0.05,4,0.21,75.0,50.0,0.0,0.05,100.0,0.0,0.0,0.05,100.0,0.0,0.8,60.0,2.56,47.92,0.37,0.43,0.27,30.04,0.43,0.64,42.36,87.28,11.63,74.31,5.23,97.96,20.97,93.13,39.85,89.42,2.45,52.17,18.45,31.62,0.0,0.0,0.0,0.0,0.11,0.0,0.0,4.91,70.65,0.21,25.0,0.21,75.0,0.0,0.05,4.96,64.52,0,,0,,0,0.0,0.0,0.0,,,0.43,,,0.0,0.0,0.0,0.0,0,0.0,,,CM,,,,,6.81
M. Salas,North Texas,North Texas,CB,22.0,80250.0,,15,970,0,0.23,0,0.19,10.33,50.45,United States,United States,,178,68,no,7.82,3.26,77.14,3.91,40.48,0.47,0.58,0.65,4.84,6.07,0.47,1,0.09,1,0.09,0.0,0.0,0,0.0,0.02,0,0.0,1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,1.12,33.33,0.47,1.02,0.28,31.46,0.56,0.65,44.86,91.7,15.92,84.8,2.7,96.55,22.99,96.76,40.86,95.22,4.0,55.81,19.34,28.52,0.02,0.19,0.09,0.0,0.0,0.0,0.09,3.35,61.11,0.47,40.0,0.28,33.33,0.19,0.0,6.05,72.31,0,,0,,0,0.0,0.0,0.0,,,1.95,,,0.0,0.0,0.0,0.0,0,0.0,,CB,,,,,,6.69
A. Caputo,Fort Lauderdale,Fort Lauderdale,"CM,W",21.0,80250.0,,21,1255,1,0.41,0,0.49,16.92,46.61,Venezuela,"Venezuela, Italy",,170,65,no,8.25,8.03,54.46,1.65,43.48,0.22,0.28,0.14,3.66,4.78,1.51,2,0.14,0,0.0,0.79,0.07,1,0.07,0.03,0,0.0,8,0.57,12.5,12.5,0.0,0.36,40.0,0.14,50.0,0.22,33.33,0.0,1.43,30.0,4.37,39.34,0.65,0.93,0.86,22.59,0.36,1.08,32.63,86.37,8.03,70.54,7.1,95.96,12.98,91.71,30.55,88.03,1.79,64.0,17.49,23.26,0.04,0.29,0.0,0.0,0.29,50.0,0.0,4.73,78.79,0.43,50.0,0.36,80.0,0.36,0.07,4.02,75.0,0,,0,,0,0.0,0.0,0.0,,,0.93,,,0.07,0.0,0.0,0.07,0,0.0,,,CM,,W,,,6.68
T. Simpson,Molynes United,North Carolina FC,"W,CF",22.0,80250.0,,20,952,1,4.78,0,0.57,29.21,32.69,Jamaica,Jamaica,both,0,0,no,4.54,4.63,55.1,6.52,37.68,0.28,0.4,0.0,1.7,2.39,2.27,3,0.28,0,0.0,1.89,0.09,1,0.09,0.45,0,0.0,21,1.99,42.86,4.762,0.0,0.85,0.0,0.47,0.0,0.38,0.0,0.09,2.46,38.46,12.95,21.17,3.21,0.38,0.28,8.13,2.17,1.13,14.18,71.33,1.51,37.5,5.11,83.33,3.78,72.5,12.76,77.04,0.57,50.0,13.05,4.08,0.05,0.19,0.19,0.0,0.19,50.0,0.0,0.85,44.44,0.76,25.0,0.19,0.0,0.57,0.0,0.95,30.0,0,,0,,0,0.0,0.0,0.0,,,0.09,,,0.0,0.0,0.0,0.0,0,0.0,,,,,W,CF,,6.53
J. Ibarra,Greenville Triumph,Greenville Triumph,"W,CF",24.0,80250.0,,23,1257,2,1.3,1,1.87,30.5,43.19,United States,United States,right,178,63,no,7.59,7.73,56.48,2.65,43.24,0.21,0.27,0.0,3.01,3.76,1.22,2,0.14,0,0.0,7.02,0.14,2,0.14,0.09,0,0.0,14,1.0,35.71,14.286,0.07,4.3,35.0,2.51,31.43,1.79,40.0,0.5,10.02,49.29,17.18,38.75,2.65,4.73,2.86,15.04,2.36,1.58,25.85,72.85,6.44,75.56,5.66,93.67,9.09,66.93,19.98,82.44,1.72,54.17,17.8,21.38,0.13,1.58,0.14,0.07,0.36,60.0,1.07,2.08,62.07,4.15,44.83,0.57,50.0,1.36,1.29,3.79,88.68,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.29,0,0.0,,,,,W,CF,,6.87
A. Diakhate,Tucson,Tucson,"W,CF",27.0,80250.0,,5,87,0,0.26,0,0.07,25.86,48.0,Senegal,Senegal,right,180,75,no,6.21,4.14,50.0,7.24,28.57,0.0,0.0,0.0,4.14,5.45,1.03,0,0.0,0,0.0,5.17,0.0,0,0.0,0.27,0,0.0,3,3.1,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.14,100.0,10.34,70.0,4.14,2.07,1.03,8.28,0.0,1.03,16.55,68.75,5.17,100.0,6.21,83.33,3.1,33.33,13.45,69.23,3.1,66.67,19.32,24.28,0.07,1.03,0.0,0.0,0.0,0.0,1.03,3.1,100.0,1.03,100.0,0.0,0.0,1.03,0.0,5.17,100.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,,,,,W,CF,,6.62
N. Fuson,Columbus Crew II,Forward Madison,"AM,W,CF",22.0,80250.0,,21,894,2,1.37,0,0.66,25.37,40.87,United States,United States,,185,0,no,5.03,6.64,50.0,4.43,45.45,0.1,0.12,0.1,1.61,1.93,2.72,5,0.5,0,0.0,3.93,0.2,2,0.2,0.14,1,0.1,20,2.01,30.0,10.0,0.0,1.21,41.67,0.5,60.0,0.7,28.57,0.1,4.73,57.45,11.17,36.04,2.92,1.61,0.81,16.21,1.91,1.21,22.15,80.45,5.34,67.92,6.54,95.38,5.54,67.27,19.93,84.34,1.01,50.0,14.63,12.1,0.07,1.01,0.1,0.0,0.3,33.33,0.2,1.41,35.71,1.51,53.33,0.2,0.0,0.91,0.5,2.52,84.0,0,,0,,0,0.0,0.0,0.0,,,0.1,,,0.0,0.0,0.0,0.0,0,0.0,,,,AM,W,CF,,6.76
D. Callender,Inter Miami,Fort Lauderdale,GK,24.0,80250.0,,17,1653,0,0.0,0,0.0,1.36,84.0,United States,United States,,191,93,no,1.91,0.16,66.67,0.71,92.31,0.0,0.0,0.0,1.8,2.2,0.05,2,0.11,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.89,0.27,0.27,28.26,88.25,13.12,79.25,0.0,0.0,14.37,96.97,21.89,97.76,6.32,56.03,28.49,46.02,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.93,17.65,0.05,0.0,0.11,0.0,0.0,0.0,4.36,57.5,31,1.69,92,5.01,2,66.3,30.87,1.68,-0.13,-0.007,0.0,2.18,0.71,,,,0.0,0,0.0,,,,,,,GK,6.85
F. Perez,Tucson,Tucson,CF,25.0,53500.0,2021-11-30,9,274,0,1.7,0,0.0,24.31,45.95,Argentina,Argentina,left,179,72,yes,3.61,1.97,50.0,4.27,46.15,1.64,2.27,0.0,0.99,1.36,2.63,2,0.66,1,0.33,1.31,0.0,0,0.0,0.56,0,0.0,6,1.97,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,50.0,9.85,40.0,3.28,0.0,0.0,12.48,1.31,5.26,16.42,76.0,2.63,62.5,5.91,88.89,3.94,58.33,15.77,77.08,0.66,50.0,12.79,9.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,40.0,0.33,0.0,0.0,0.0,0.0,0.0,2.3,57.14,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1,0.0,,,,,,CF,,6.56
C. Vickers,Richmond Kickers,Richmond Kickers,"CM,W",32.0,53500.0,2021-11-30,8,173,0,0.0,0,0.3,16.65,65.63,United States,United States,,170,68,no,9.88,10.4,80.0,1.04,50.0,0.0,0.0,0.0,1.56,1.73,0.52,1,0.52,0,0.0,1.56,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,4.68,11.11,2.08,0.0,2.6,20.0,0.52,3.12,33.33,5.2,40.0,1.04,0.52,0.0,8.84,1.04,0.52,12.49,41.67,3.12,33.33,1.56,100.0,3.64,28.57,6.24,66.67,1.56,33.33,18.86,10.09,0.15,1.04,0.0,0.0,0.0,0.0,0.0,0.52,0.0,4.16,12.5,1.04,0.0,0.52,1.04,2.6,20.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,1.56,0,0.0,,,CM,,W,,,6.59
A. Billhardt,Tormenta,Tormenta,W,24.0,53500.0,,4,221,0,0.83,1,0.38,32.58,46.25,Germany,Germany,,173,0,no,6.11,5.29,53.85,6.11,60.0,0.41,0.61,0.41,2.85,4.29,1.63,1,0.41,0,0.0,7.74,0.0,0,0.0,0.34,0,0.0,8,3.26,25.0,0.0,0.41,2.04,80.0,0.0,0.0,1.63,75.0,0.41,10.59,50.0,15.88,41.03,4.07,2.85,2.85,17.92,2.04,2.04,25.25,79.03,5.7,71.43,5.7,100.0,8.55,80.95,21.58,77.36,1.63,100.0,18.41,22.8,0.15,0.81,0.0,0.0,0.81,0.0,0.81,1.22,66.67,1.63,75.0,0.81,50.0,1.22,1.63,3.26,50.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.41,0.41,0.0,2.04,0,0.0,,,,,W,,,6.85
J. Luna,Chattanooga Red Wolves,Chattanooga Red Wolves,CB,27.0,53500.0,,8,600,1,1.11,0,0.0,14.25,51.58,Venezuela,Venezuela,left,184,81,no,7.95,6.3,57.14,4.2,46.43,0.45,0.63,0.6,3.9,5.49,1.8,2,0.3,0,0.0,0.45,0.15,1,0.15,0.17,0,0.0,2,0.3,50.0,50.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.3,100.0,2.1,57.14,0.3,1.2,0.3,26.85,0.75,1.05,38.55,84.44,20.4,75.0,3.15,100.0,12.3,93.9,31.2,90.38,7.2,60.42,25.79,38.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.35,67.35,0.6,0.0,0.45,0.0,0.0,0.0,9.45,74.6,0,,0,,0,0.0,0.0,0.0,,,2.55,,,0.0,0.0,0.0,0.0,0,0.0,,CB,,,,,,6.73
C. Adams,Tormenta,Tormenta,W,26.0,53500.0,,11,214,0,0.28,0,0.0,24.86,32.76,United States,United States,right,165,70,no,7.71,10.29,58.33,0.86,0.0,0.0,0.0,0.0,1.71,2.67,1.71,0,0.0,0,0.0,2.57,0.0,0,0.0,0.12,0,0.0,3,1.29,66.67,0.0,0.0,0.43,0.0,0.43,0.0,0.0,0.0,0.43,2.57,50.0,9.0,23.81,1.71,0.86,2.14,15.86,2.14,0.43,22.29,80.77,3.0,71.43,7.29,94.12,8.57,70.0,20.57,83.33,1.29,66.67,15.84,10.34,0.0,0.43,0.43,0.0,0.43,100.0,0.43,1.29,66.67,1.29,66.67,0.43,100.0,0.86,0.0,2.57,66.67,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,,,,,W,,,6.54
Y. Subah,Real Monarchs,North Carolina FC,CF,17.0,53500.0,,2,23,0,0.0,0,0.0,,,United States,United States,unknown,0,0,no,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.24,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,,,,CF,,6.4
S. Mora-Mora,Chattanooga Red Wolves,Chattanooga Red Wolves,GK,23.0,53500.0,,9,887,0,0.0,0,0.0,0.51,60.0,United States,United States,,0,0,no,2.03,0.1,100.0,0.0,0.0,0.0,0.0,0.0,1.93,3.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,11.87,0.0,0.1,19.08,88.83,10.45,82.52,0.0,0.0,7.81,97.4,13.39,97.73,5.68,67.86,28.62,44.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,22.22,0.1,0.0,0.1,0.0,0.0,0.0,4.46,63.64,11,1.12,27,2.74,1,59.26,6.87,0.7,-4.13,-0.419,0.0,0.81,0.0,,,,0.0,0,0.0,,,,,,,GK,6.59
A. Aviza,Richmond Kickers,Richmond Kickers,GK,24.0,53500.0,,1,99,0,0.0,0,0.0,0.0,0.0,England,England,,188,88,no,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,1.11,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,14.55,93.75,4.55,80.0,0.0,0.0,9.09,100.0,10.91,100.0,3.64,75.0,28.26,55.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,100.0,2,1.82,5,4.55,0,60.0,1.67,1.52,-0.33,-0.3,0.0,0.0,0.0,,,,0.0,0,0.0,,,,,,,GK,6.4
N. Aune,Richmond Kickers,Richmond Kickers,"CB,CM",25.0,53500.0,,15,607,0,0.4,0,0.06,25.21,51.18,United States,United States,right,193,84,no,10.68,9.04,60.66,9.64,53.85,1.78,2.13,0.15,3.41,4.08,1.93,2,0.3,0,0.0,0.44,0.0,0,0.0,0.06,0,0.0,6,0.89,0.0,0.0,0.0,0.3,50.0,0.0,0.0,0.15,0.0,0.0,0.74,40.0,3.11,23.81,1.63,0.59,0.15,12.31,1.04,0.89,24.32,74.39,12.16,60.98,2.08,92.86,8.6,93.1,20.46,81.16,3.56,37.5,22.9,24.3,0.01,0.3,0.0,0.0,0.0,0.0,0.0,4.6,35.48,0.44,33.33,0.15,0.0,0.44,0.15,5.93,47.5,0,,0,,0,0.0,0.0,0.0,,,0.89,,,0.0,0.0,0.0,0.0,0,0.0,,CB,CM,,,,,6.55
F. Nodarse,Rio Grande Valley,Fort Lauderdale,CB,21.0,53500.0,,6,308,0,0.53,0,0.0,11.69,60.0,Cuba,Cuba,,191,0,no,9.64,6.43,77.27,3.8,38.46,0.29,0.34,0.88,4.38,5.17,0.88,0,0.0,0,0.0,0.0,0.0,0,0.0,0.16,0,0.0,5,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.58,50.0,1.75,0.88,0.0,45.88,0.29,0.29,60.49,94.2,17.53,83.33,3.21,90.91,38.28,99.24,57.86,96.46,2.63,44.44,19.03,27.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51,75.0,0.0,0.0,0.0,0.0,0.29,0.0,7.89,85.19,0,,0,,0,0.0,0.0,0.0,,,2.34,,,0.0,0.0,0.0,0.0,0,0.0,,CB,,,,,,6.72
J. Odenbeck,Stumptown Athletic,Tucson,CM,26.0,26750.0,2021-11-30,7,337,0,0.06,0,0.0,14.15,58.49,United States,United States,,0,0,yes,6.41,5.88,68.18,6.68,44.0,0.27,0.32,0.0,2.14,2.58,0.8,0,0.0,0,0.0,0.27,0.0,0,0.0,0.02,0,0.0,1,0.27,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.0,0.0,35.25,0.27,0.0,44.07,93.94,12.02,86.67,5.61,100.0,21.63,96.3,41.93,94.9,2.14,75.0,18.33,12.79,0.0,0.27,0.0,0.0,0.0,0.0,0.0,4.81,94.44,0.0,0.0,0.27,100.0,0.27,0.0,6.14,78.26,0,,0,,0,0.0,0.0,0.0,,,0.8,,,0.0,0.0,0.0,0.0,0,0.0,,,CM,,,,,6.64
C. McCall,,Tormenta,"CM,W",25.0,26750.0,,10,116,0,0.0,0,0.0,29.23,52.63,Scotland,Scotland,,165,0,no,16.15,16.92,59.09,3.85,60.0,0.77,1.43,0.0,5.38,10.0,3.85,1,0.78,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,4.62,50.0,0.0,0.0,0.0,26.15,0.0,1.54,45.38,69.49,17.69,47.83,6.15,87.5,15.38,90.0,31.54,85.37,13.08,35.29,25.17,25.32,0.0,0.0,0.0,0.0,0.77,0.0,0.0,13.85,55.56,2.31,66.67,2.31,0.0,0.77,0.0,10.77,64.29,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,,,CM,,W,,,6.3
M. Matthews,New England II,New England II,CM,18.0,0.0,,1,55,0,0.0,0,0.0,6.55,50.0,United States,United States,,173,61,no,4.91,4.91,33.33,0.0,0.0,0.0,0.0,0.0,3.27,12.0,1.64,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91,33.33,3.27,0.0,1.64,100.0,0.0,0.0,3.27,50.0,1.64,0.0,26.6,55.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,,,CM,,,,,6.4
A. Marshall,Chattanooga Red Wolves,Chattanooga Red Wolves,CF,,0.0,,1,7,0,0.0,0,0.0,,,United States,United States,,0,0,no,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.39,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,,,,CF,,0.0
J. Bucknor,Michigan Wolverines,Fort Lauderdale,"FB,W",19.0,0.0,,3,102,0,0.19,0,0.03,22.94,50.0,United States,United States,,0,0,no,9.71,8.82,70.0,3.53,25.0,0.88,1.0,0.0,2.65,3.0,0.88,0,0.0,0,0.0,2.65,0.0,0,0.0,0.17,0,0.0,1,0.88,0.0,0.0,0.0,3.53,0.0,0.0,0.0,3.53,0.0,0.0,5.29,50.0,8.82,50.0,0.88,1.76,0.88,21.18,0.88,0.88,26.47,80.0,3.53,75.0,7.06,100.0,9.71,63.64,22.94,92.31,0.0,0.0,14.02,0.0,0.03,0.88,0.0,0.0,0.0,0.0,0.0,1.76,100.0,3.53,0.0,0.0,0.0,0.0,0.0,2.65,100.0,0,,0,,0,0.0,0.0,0.0,,,0.88,,,0.0,0.0,0.0,0.0,0,0.0,FB,,,,W,,,6.67
J. Ponce,Union Omaha,Union Omaha,CB,,0.0,,1,66,0,0.0,0,0.0,10.91,75.0,United States,United States,unknown,185,79,no,9.55,8.18,66.67,0.0,0.0,1.36,1.76,0.0,2.73,3.53,1.36,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91,0.0,1.36,21.82,75.0,9.55,71.43,2.73,100.0,9.55,71.43,19.09,78.57,2.73,50.0,22.24,32.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,50.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82,40.0,0,,0,,0,0.0,0.0,0.0,,,2.73,,,0.0,0.0,0.0,0.0,0,0.0,,CB,,,,,,6.5
P. Cayelli,Greenville Triumph,Greenville Triumph,,17.0,0.0,,1,6,0,0.0,0,0.0,,,United States,United States,,0,0,no,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.97,51.97,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,,,,,,0.0
M. Kwesele,Richmond Kickers,Richmond Kickers,"CB,CM",26.0,0.0,,3,50,0,0.0,0,0.0,5.4,66.67,United States,United States,unknown,0,0,no,7.2,3.6,50.0,0.0,0.0,0.0,0.0,1.8,5.4,7.5,1.8,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,16.2,88.89,9.0,80.0,0.0,0.0,7.2,100.0,10.8,100.0,5.4,66.67,33.67,29.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,66.67,0.0,0.0,0.0,0.0,0.0,0.0,7.2,100.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,,CB,CM,,,,,6.47
C. Zaragoza,Chattanooga Red Wolves,Chattanooga Red Wolves,"AM,CF",18.0,0.0,,2,17,0,0.0,0,0.0,,,United States,United States,unknown,0,0,no,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.02,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,,AM,,CF,,6.3
K. Poku,Toronto II,Toronto II,CF,17.0,0.0,,1,11,0,0.49,0,0.0,,,Canada,Canada,,0,0,no,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,,,,CF,,6.3
N. Greenidge-Duncan,Toronto II,Toronto II,CF,18.0,0.0,,1,8,0,0.0,0,0.0,,,Canada,Canada,unknown,0,0,no,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,,,,CF,,0.0
J. Dietrich,Chattanooga Red Wolves,Chattanooga Red Wolves,"AM,W",25.0,0.0,,20,757,2,1.56,2,0.83,20.45,51.16,Germany,"Germany, United States",,183,80,no,6.66,6.3,67.92,2.38,40.0,0.36,0.48,0.12,2.02,2.7,1.19,3,0.36,0,0.0,2.73,0.24,2,0.24,0.19,1,0.12,18,2.14,22.22,11.111,0.24,1.66,14.29,0.95,12.5,0.71,16.67,0.12,4.4,45.95,9.04,44.74,2.73,1.78,1.31,12.48,2.5,1.9,19.02,71.25,4.16,62.86,6.9,87.93,4.16,57.14,16.88,77.46,0.48,50.0,20.02,11.75,0.1,0.71,0.0,0.0,0.12,0.0,0.36,1.78,73.33,1.19,40.0,0.12,0.0,0.48,0.24,2.62,81.82,0,,0,,0,0.0,0.0,0.0,,,0.12,,,0.0,0.0,0.0,0.12,0,0.0,,,,AM,W,,,6.71
B. Sanchez,Tucson,Tucson,CM,17.0,0.0,,2,77,0,0.0,0,0.0,15.19,23.08,United States,United States,,0,0,no,1.17,5.84,20.0,4.68,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,1.17,0.0,22.21,0.0,0.0,31.56,96.3,4.68,100.0,2.34,100.0,18.7,93.75,30.39,96.15,1.17,100.0,22.15,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,,,CM,,,,,6.45
N. O'Callaghan,Tormenta,Tormenta,"FB,CB",24.0,0.0,,24,2055,1,0.71,0,0.85,16.72,49.86,United States,United States,,0,0,no,9.98,6.55,52.45,3.21,68.57,1.19,1.48,0.41,5.36,6.66,1.1,10,0.44,0,0.0,1.83,0.04,1,0.05,0.03,1,0.05,3,0.14,66.67,33.333,0.0,1.83,35.0,1.79,35.9,0.0,0.0,0.27,1.88,46.34,4.4,39.58,0.55,1.6,0.64,31.37,1.15,0.73,43.24,80.72,22.08,74.48,4.44,94.85,11.59,85.38,36.0,89.31,5.63,39.02,20.6,36.5,0.04,0.5,0.0,0.0,0.69,33.33,0.37,8.56,70.05,2.84,33.87,1.01,45.45,0.5,0.82,10.76,69.36,0,,0,,0,0.0,0.0,0.0,,,0.55,,,0.05,0.0,0.0,0.23,0,0.0,FB,CB,,,,,,6.66
